=== MAIN PIPELINE BACKTEST — SUMMARY (gemini-2.5-flash-lite) ===
llm_directional_accuracy_pct,48.89
llm_signal_sensitivity_pct,15.57
llm_total_signals,45
llm_buy_signals,45
llm_sell_signals,0
llm_correct_signals,22
llm_correct_profitable,4
llm_avg_net_pnl_thb,-67.95
llm_rejected_by_risk,0
llm_avg_confidence,0.671
final_note,all HOLD
risk_initial_portfolio_thb,1500.0
risk_final_portfolio_thb,1500.0
risk_total_return_pct,0.0
risk_annualized_return_pct,0.0
risk_annualized_reliable,False
risk_annualized_volatility_pct,0.0
risk_mdd_pct,0.0
risk_mdd_peak_timestamp,2026-04-01 19:55:00
risk_mdd_trough_timestamp,2026-04-01 19:55:00
risk_sharpe_ratio,0.0
risk_sortino_ratio,-269.399
risk_candles_total,289
risk_periods_per_year,72576
risk_risk_free_rate_pct,2.0
session_compliance_total_sessions,8
session_compliance_passed_sessions,0
session_compliance_failed_sessions,5
session_compliance_no_data_sessions,3
session_compliance_compliance_pct,0.0
session_compliance_session_fail_flag,True
trade_note,no closed trades
trade_total_trades,0
trade_winning_trades,0
trade_losing_trades,0
trade_win_rate_pct,0.0
trade_profit_factor,0.0
trade_avg_win_thb,0.0
trade_avg_loss_thb,0.0
trade_expectancy_thb,0.0
trade_max_consec_wins,0
trade_max_consec_losses,0
trade_gross_profit_thb,0.0
trade_gross_loss_thb,0.0
trade_net_pnl_thb,0.0
trade_total_cost_thb,0.0
trade_largest_win_thb,0.0
trade_largest_loss_thb,0.0
trade_calmar_ratio,0.0

=== DETAILED SIGNAL LOG ===
timestamp,close_thai,portfolio_total_value,portfolio_cash,portfolio_gold_grams,actual_direction,price_change,net_pnl_thb,news_sentiment,llm_signal,llm_confidence,llm_rationale,llm_correct,llm_profitable,final_signal,final_confidence,final_correct,final_profitable,rejection_reason,position_size_thb,stop_loss,take_profit,iterations_used,from_cache,session_id,can_execute
2026-04-02 01:30:00,73672.0,1500.0,1500.0,0.0,DOWN,-5.0,-128.0,0.0,HOLD,0.45,"RSI neutral (62.4), MACD bullish hist (21.7), but price below EMA20 (73461.35). Downtrend persists. No clear bullish setup.",False,False,HOLD,0.45,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,LATE,True
2026-04-02 01:35:00,73667.0,1500.0,1500.0,0.0,UP,20.0,-103.0,0.0,HOLD,0.5,"RSI is high (66.14) and price is near BB upper band. MACD is bullish, but no strong buy signals present. Market closing soon.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,LATE,True
2026-04-02 01:40:00,73687.0,1500.0,1500.0,0.0,UP,82.0,-41.0,0.0,HOLD,0.5,Uptrend but RSI is high (65.58) and market closing soon. Wait for clearer signals.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,LATE,True
2026-04-02 01:45:00,73769.0,1500.0,1500.0,0.0,DOWN,-47.0,-170.0,0.0,BUY,0.65,"Cash available. RSI 66.79, MACD positive histogram, and price above EMA20 indicate a bullish uptrend. Confidence is sufficient.",False,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,LATE,True
2026-04-02 01:50:00,73722.0,1500.0,1500.0,0.0,DOWN,-34.0,-157.0,0.0,HOLD,0.2,"Market closing soon. RSI is overbought at 71.23, despite bullish MACD. Holding for now.",False,False,HOLD,0.2,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,LATE,True
2026-04-02 01:55:00,73688.0,1500.0,1500.0,0.0,FLAT,0.0,-123.0,0.0,HOLD,0.5,"RSI at 65.8 (neutral), MACD bullish. Trend is uptrend. No strong bullish setup for BUY. Wait for better entry.",True,False,HOLD,0.5,True,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,LATE,True
2026-04-02 02:00:00,73688.0,1500.0,1500.0,0.0,UP,125.0,2.0,0.0,HOLD,0.5,Dead zone. RSI is neutral and MACD histogram is bullish. Waiting for trade execution window.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 02:05:00,73813.0,1500.0,1500.0,0.0,UP,59.0,-64.0,0.0,HOLD,0.3,Dead zone. RSI 62 is neutral. MACD histogram positive. Uptrend present. Cannot trade now.,False,False,HOLD,0.3,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 02:10:00,73872.0,1500.0,1500.0,0.0,UP,86.0,-37.0,0.0,HOLD,0.5,"Trading halted during dead zone (02:00-06:14). RSI is high, MACD histogram positive, and price above EMAs.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 02:15:00,73958.0,1500.0,1500.0,0.0,DOWN,-26.0,-149.0,0.0,HOLD,0.4,RSI is overbought (72.15) and trading is in a dead zone. Waiting for better conditions.,False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 02:20:00,73932.0,1500.0,1500.0,0.0,UP,10.0,-113.0,0.0,HOLD,0.5,Dead zone active. RSI is overbought. No trade execution possible.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 02:25:00,73942.0,1500.0,1500.0,0.0,DOWN,-13.0,-136.0,0.0,HOLD,0.5,"Trading is in a dead zone. RSI is overbought, but MACD histogram is positive. Waiting for a clearer signal outside dead zone.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 02:30:00,73929.0,1500.0,1500.0,0.0,UP,12.0,-111.0,0.0,HOLD,0.5,"Market in dead zone. RSI is overbought, but MACD and EMA indicate bullish momentum. Wait for active trading hours.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 02:35:00,73941.0,1500.0,1500.0,0.0,DOWN,-62.0,-185.0,0.0,HOLD,0.5,"RSI is overbought (71.53), MACD hist is positive, and price is above EMA20. Hold due to overbought RSI.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 02:40:00,73879.0,1500.0,1500.0,0.0,DOWN,-87.0,-210.0,0.0,HOLD,0.5,"Dead zone active. RSI is overbought, indicating potential pullback. Waiting for safer trading hours and clearer signals.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 02:45:00,73792.0,1500.0,1500.0,0.0,UP,16.0,-107.0,0.0,HOLD,0.3,"Trading is paused due to Dead Zone. RSI is neutral. MACD histogram is positive, and price is above EMAs.",False,False,HOLD,0.3,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 02:50:00,73808.0,1500.0,1500.0,0.0,DOWN,-38.0,-161.0,0.0,HOLD,0.5,"Market is in a dead zone. RSI is neutral, MACD bullish, and trend is uptrend. Waiting for trade execution window.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 02:55:00,73770.0,1500.0,1500.0,0.0,DOWN,-41.0,-164.0,0.0,HOLD,0.5,"Dead zone active. Market is not tradable. RSI is neutral, MACD is bearish. EMA trend is bullish.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 03:00:00,73729.0,1500.0,1500.0,0.0,UP,99.0,-24.0,0.0,HOLD,0.5,"Dead zone active. No trades can be executed. RSI neutral, MACD bearish, EMA uptrend. Waiting for active trading hours and clearer signals.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 03:05:00,73828.0,1500.0,1500.0,0.0,UP,50.0,-73.0,0.0,HOLD,0.5,"Dead zone active. RSI neutral, MACD bearish. Trend is uptrend. Wait for active trading hours.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 03:10:00,73878.0,1500.0,1500.0,0.0,UP,45.0,-78.0,0.0,HOLD,0.5,Dead zone active. Cannot trade. MACD shows bearish momentum despite uptrend. Waiting for clearer signals.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 03:15:00,73923.0,1500.0,1500.0,0.0,DOWN,-8.0,-131.0,0.0,HOLD,0.5,Dead zone active. No trades can be executed. Holding for now.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 03:20:00,73915.0,1500.0,1500.0,0.0,DOWN,-80.0,-203.0,0.0,HOLD,0.5,"Dead zone active. RSI neutral, MACD bearish. Trend is uptrend. No strong buy signal.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 03:25:00,73835.0,1500.0,1500.0,0.0,DOWN,-7.0,-130.0,0.0,HOLD,0.5,"Dead zone. RSI neutral, MACD bearish, but price above EMA20 suggests uptrend. Waiting for clearer signals.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 03:30:00,73828.0,1500.0,1500.0,0.0,DOWN,-28.0,-151.0,0.0,HOLD,0.5,"Dead zone active. RSI neutral, MACD bearish, price above EMAs. Awaiting tradeable hours and clearer signals.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 03:35:00,73800.0,1500.0,1500.0,0.0,DOWN,-100.0,-223.0,0.0,HOLD,0.5,"Dead zone active. RSI neutral, MACD bearish. Price above EMAs but no strong bullish signals. Waiting for trade zone.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 03:40:00,73700.0,1500.0,1500.0,0.0,DOWN,-24.0,-147.0,0.0,HOLD,0.5,"RSI neutral, MACD bearish. EMA uptrend but MACD divergence suggests caution. No strong bullish signals for entry.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 03:45:00,73676.0,1500.0,1500.0,0.0,DOWN,-25.0,-148.0,0.0,HOLD,0.5,"Dead zone active. MACD bearish, RSI neutral. Trend is uptrend but no strong bullish signals present.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 03:50:00,73651.0,1500.0,1500.0,0.0,DOWN,-26.0,-149.0,0.0,HOLD,0.4,"RSI neutral, MACD bearish, but price above EMAs in uptrend. No strong buy signal. Waiting for confirmation.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 03:55:00,73625.0,1500.0,1500.0,0.0,DOWN,-533.0,-656.0,0.0,HOLD,0.4,"Dead zone active. No trades allowed. MACD is bearish, RSI neutral. Waiting for trade window.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 04:00:00,73092.0,1500.0,1500.0,0.0,UP,85.0,-38.0,0.0,HOLD,0.5,"Dead zone active, no trades can be executed. Waiting for active trading hours to assess market conditions.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 04:05:00,73177.0,1500.0,1500.0,0.0,DOWN,-12.0,-135.0,0.0,HOLD,0.5,Dead zone active. RSI oversold but trend remains uptrend. Waiting for trade zone.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 04:10:00,73165.0,1500.0,1500.0,0.0,DOWN,-99.0,-222.0,0.0,HOLD,0.5,"Dead zone active, no trades can be executed. RSI is oversold, but trend is down. Holding due to restrictions.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 04:15:00,73066.0,1500.0,1500.0,0.0,DOWN,-231.0,-354.0,0.0,HOLD,0.2,"Dead zone active. RSI oversold, but MACD bearish and trend is down. No buy signal.",False,False,HOLD,0.2,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 04:20:00,72835.0,1500.0,1500.0,0.0,DOWN,-191.0,-314.0,0.0,HOLD,0.0,Dead zone active. Cannot trade. Gold price below EMA20 indicating downtrend. RSI is oversold.,False,False,HOLD,0.0,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 04:25:00,72644.0,1500.0,1500.0,0.0,DOWN,-249.0,-372.0,0.0,HOLD,0.0,Dead zone active. Cannot trade between 02:00 and 06:14. Waiting for active trading hours.,False,False,HOLD,0.0,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 04:30:00,72395.0,1500.0,1500.0,0.0,UP,222.0,99.0,0.0,HOLD,0.3,Dead zone active. RSI oversold but trend is down. Awaiting trade execution window and clearer signals.,False,False,HOLD,0.3,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 04:35:00,72617.0,1500.0,1500.0,0.0,DOWN,-56.0,-179.0,0.0,HOLD,0.5,"Dead zone active. RSI oversold, but MACD bearish and clear downtrend. Waiting for trade zone.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 04:40:00,72561.0,1500.0,1500.0,0.0,UP,125.0,2.0,0.0,HOLD,0.5,"Dead zone prevents trading. RSI is oversold, but trend is down. Awaiting market open and clearer signals.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 04:45:00,72686.0,1500.0,1500.0,0.0,UP,47.0,-76.0,0.0,HOLD,0.0,Dead zone active. Cannot trade. Market is in a downtrend. RSI is oversold but MACD is bearish.,False,False,HOLD,0.0,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 04:50:00,72733.0,1500.0,1500.0,0.0,DOWN,-44.0,-167.0,0.0,HOLD,0.5,"Dead zone active. RSI is low, but MACD and EMA trend are bearish. Awaiting clearer signals outside dead zone.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 04:55:00,72689.0,1500.0,1500.0,0.0,UP,22.0,-101.0,0.0,HOLD,0.1,"Dead zone. RSI is neutral, MACD is bearish, and price is in a downtrend. Waiting for tradeable hours.",False,False,HOLD,0.1,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 05:00:00,72711.0,1500.0,1500.0,0.0,DOWN,-101.0,-224.0,0.0,HOLD,0.0,Trade window closed. Cannot execute trades.,False,False,HOLD,0.0,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 05:05:00,72610.0,1500.0,1500.0,0.0,DOWN,-50.0,-173.0,0.0,HOLD,0.5,Trade window closed. Waiting for market open and clear technical signals. Current indicators are mixed.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 05:10:00,72560.0,1500.0,1500.0,0.0,DOWN,-39.0,-162.0,0.0,HOLD,0.4,"Dead zone active, trading restricted. RSI low but MACD bearish and price below EMA. No strong bullish signals.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 05:15:00,72521.0,1500.0,1500.0,0.0,UP,127.0,4.0,0.0,HOLD,0.5,Dead zone active. Cannot trade. RSI oversold but MACD and trend still bearish. Waiting for clear signal.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 05:20:00,72648.0,1500.0,1500.0,0.0,DOWN,-70.0,-193.0,0.0,HOLD,0.5,Dead zone active. RSI oversold but trend is bearish. Awaiting trade execution window and stronger bullish signals.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 05:25:00,72578.0,1500.0,1500.0,0.0,DOWN,-248.0,-371.0,0.0,HOLD,0.4,"Dead zone active. RSI neutral, MACD bullish. Price below EMAs indicates downtrend. No trade execution.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 05:30:00,72330.0,1500.0,1500.0,0.0,DOWN,-152.0,-275.0,0.0,HOLD,0.5,"Trade is in dead zone. RSI neutral, MACD bullish, but overall trend is down. Waiting for trade execution window and stronger bullish signals.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 05:35:00,72178.0,1500.0,1500.0,0.0,UP,250.0,127.0,0.0,HOLD,0.0,Dead zone 02:00-06:14. Cannot execute trades. Waiting for active trading hours and better market signals.,False,False,HOLD,0.0,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 05:40:00,72428.0,1500.0,1500.0,0.0,DOWN,-31.0,-154.0,0.0,BUY,0.65,"RSI is oversold at 24.79, indicating potential reversal. Cash is sufficient (฿1,500). Price near lower BB suggests a BUY setup.",False,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 05:45:00,72397.0,1500.0,1500.0,0.0,UP,65.0,-58.0,0.0,HOLD,0.0,Dead zone active. Cannot trade. Market shows bearish MACD and downtrend.,False,False,HOLD,0.0,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 05:50:00,72462.0,1500.0,1500.0,0.0,UP,100.0,-23.0,0.0,HOLD,0.1,"Dead zone active. RSI neutral, MACD bullish, but trend is down. No trade execution.",False,False,HOLD,0.1,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 05:55:00,72562.0,1500.0,1500.0,0.0,DOWN,-109.0,-232.0,0.0,HOLD,0.4,"Dead zone prevents trading. RSI is neutral, MACD histogram is positive, but trend is down.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 06:00:00,72453.0,1500.0,1500.0,0.0,UP,10.0,-113.0,0.0,HOLD,0.3,Dead zone and neutral RSI with bearish trend prevent a BUY signal. MACD histogram is positive but not enough.,False,False,HOLD,0.3,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 06:05:00,72463.0,1500.0,1500.0,0.0,UP,112.0,-11.0,0.0,HOLD,0.5,Dead zone active. No trades can be executed. Price below EMA20 indicates downtrend.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 06:10:00,72575.0,1500.0,1500.0,0.0,UP,13.0,-110.0,0.0,HOLD,0.5,"Dead zone active. MACD shows bullish divergence, but trend is down. Waiting for trade execution window and clearer signals.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,,False
2026-04-02 06:15:00,72588.0,1500.0,1500.0,0.0,UP,56.0,-67.0,0.0,HOLD,0.5,"MACD histogram is bullish, but price is in downtrend below EMAs. Insufficient bullish signals for a BUY. Holding.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 06:20:00,72644.0,1500.0,1500.0,0.0,DOWN,-81.0,-204.0,0.0,HOLD,0.4,"RSI neutral, MACD bullish, but price below EMAs in a downtrend. Insufficient bullish signals for a buy.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 06:25:00,72563.0,1500.0,1500.0,0.0,UP,8.0,-115.0,0.0,HOLD,0.4,"MACD histogram is positive, but price is below EMA20 in a downtrend. Insufficient bullish signals for a buy.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 06:30:00,72571.0,1500.0,1500.0,0.0,DOWN,-93.0,-216.0,0.0,HOLD,0.5,"MACD histogram shows bullish momentum, but price is below EMA20, indicating a downtrend. No strong buy signals.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 06:35:00,72478.0,1500.0,1500.0,0.0,DOWN,-9.0,-132.0,0.0,HOLD,0.4,Price is in a downtrend (below EMA20/50). MACD histogram is bullish but insufficient for a buy signal. Waiting for clearer trend confirmation.,False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 06:40:00,72469.0,1500.0,1500.0,0.0,DOWN,-103.0,-226.0,0.0,HOLD,0.4,"MACD histogram is bullish, but price is below EMA20 in a downtrend. Insufficient bullish signals for a buy.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 06:45:00,72366.0,1500.0,1500.0,0.0,UP,16.0,-107.0,0.0,HOLD,0.5,"MACD bullish divergence, but overall trend is downtrend. RSI neutral. Awaiting clearer signal.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 06:50:00,72382.0,1500.0,1500.0,0.0,UP,2.0,-121.0,0.0,HOLD,0.45,"RSI is neutral, MACD shows bullish momentum. However, price is below EMAs, indicating a downtrend. Insufficient bullish conviction.",False,False,HOLD,0.45,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 06:55:00,72384.0,1500.0,1500.0,0.0,UP,14.0,-109.0,0.0,BUY,0.65,"RSI 38, MACD hist 21.33 bullish. Price above EMA20, but overall trend is down. Sufficient cash available.",True,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 07:00:00,72398.0,1500.0,1500.0,0.0,DOWN,-81.0,-204.0,0.0,HOLD,0.4,"RSI is neutral, MACD shows bullish momentum, but price is in a downtrend and below EMA20. Insufficient bullish signals for a buy.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 07:05:00,72317.0,1500.0,1500.0,0.0,DOWN,-30.0,-153.0,0.0,HOLD,0.5,"MACD histogram is positive, but price is below EMA20 in a downtrend. Not enough conviction for BUY or SELL.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 07:10:00,72287.0,1500.0,1500.0,0.0,DOWN,-18.0,-141.0,0.0,HOLD,0.5,"RSI is neutral and MACD histogram is positive, but price is below EMA20 in a downtrend. Insufficient bullish conviction.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 07:15:00,72269.0,1500.0,1500.0,0.0,DOWN,-27.0,-150.0,0.0,BUY,0.65,"RSI 34.9, MACD hist > 0. Bullish divergence potential. Cash is sufficient.",False,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 07:20:00,72242.0,1500.0,1500.0,0.0,UP,10.0,-113.0,0.0,BUY,0.7,"RSI is 34.18, MACD histogram is positive and increasing. Price is below EMA, but bullish momentum is building. Sufficient cash available.",True,False,HOLD,0.7,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 07:25:00,72252.0,1500.0,1500.0,0.0,UP,11.0,-112.0,0.0,BUY,0.65,"RSI 33, MACD histogram positive. Price near lower BB. Sufficient cash to buy. Bullish divergence forming.",True,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 07:30:00,72263.0,1500.0,1500.0,0.0,DOWN,-19.0,-142.0,0.0,BUY,0.7,"RSI is 33.93 (oversold), MACD histogram is positive. Cash available, bullish signals present. Confidence is high for a potential bounce.",False,False,HOLD,0.7,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 07:35:00,72244.0,1500.0,1500.0,0.0,DOWN,-57.0,-180.0,0.0,BUY,0.65,"RSI is low at 34.91, MACD histogram positive (1.94). Cash is sufficient for purchase. Bullish divergence setting up.",False,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 07:40:00,72187.0,1500.0,1500.0,0.0,UP,34.0,-89.0,0.0,BUY,0.65,"RSI 33.97 is low, MACD histogram positive. Cash available. Uptrend likely.",True,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 07:45:00,72221.0,1500.0,1500.0,0.0,DOWN,-25.0,-148.0,0.0,BUY,0.7,"RSI is 31.25, MACD histogram is positive and increasing (0.9025). Price is below EMA20, but showing bullish divergence potential.",False,False,HOLD,0.7,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
